LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,Unnamed: 15,PARAM_TYPE,NOTE
Pulmonary Capillary Wedge Pressure,Pulmonary Capillary Wedge Pressure,PCWP,verify,,223771,PCWP,mmHg,chartevents,6175,Hemodynamics,,,,,Numeric,
RCexp (Measured Time Constant),RCexp (Measured Time Constant),RCexp (Measured Time Constant),ready,,229660,RCexp (Measured Time Constant),sec,chartevents,62004,Respiratory,,,,,Numeric,
Red cell distribution width,Red cell distribution width,,ready,,52172,RDW-SD,,labevents,1434503,HEMATOLOGY,,BLOOD,,,,
Red blood cell count,Red blood cell count (other fluid),RBC,verify,,51438,"RBC, OTHER FLUID",,labevents,1935,HEMATOLOGY,,OTHER BODY FLUID,26455-6,,,
Red blood cell count,Red blood cell count,RBC,ready,,51279,RED BLOOD CELLS,,labevents,3333100,HEMATOLOGY,,BLOOD,789-8,,,
Red blood cell count,Red blood cell count (fragments),RBC,verify,,51278,RED BLOOD CELL FRAGMENTS,,labevents,5,HEMATOLOGY,,BLOOD,,,Numeric,
Red blood cell count,Red blood cell count (joint fluid),RBC,verify,,51383,"RBC, JOINT FLUID",,labevents,5694,HEMATOLOGY,,JOINT FLUID,26458-0,,,
Red blood cell count (CSF),Red blood cell count (CSF),,ready,,52285,"RBC, CSF",,labevents,18025,HEMATOLOGY,,Cerebrospinal Fluid,,,,
Red blood cell count ascites,Red blood cell count (ascites),RBC,ready,,51127,"RBC, ASCITES",,labevents,11977,HEMATOLOGY,,ASCITES,26457-2,,,
Red blood cell count pleural,Red blood cell count (pleural),RBC,ready,,51457,"RBC, PLEURAL",,labevents,7379,HEMATOLOGY,,PLEURAL,26456-4,,,
Red blood cell count urine,Red blood cell count,RBC,ready,,51493,RBC,,labevents,506528,HEMATOLOGY,,URINE,5808-1,,,
Respiratory rate,Respiratory rate,RR,ready,,220210,Respiratory Rate,insp/min,chartevents,6720829,Respiratory,,,,,,
Respiratory rate,Respiratory rate (total),RR (total),ready,,224690,Respiratory Rate (Total),insp/min,chartevents,579413,Respiratory,,,,,,
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224689,Respiratory Rate (spontaneous),insp/min,chartevents,625158,Respiratory,,,,,,
Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224422,Spont RR,bpm,chartevents,39353,Respiratory,,,,,,
Respiratory rate Set,Respiratory rate Set,Respiratory Rate (Set),ready,,224688,Respiratory Rate (Set),insp/min,chartevents,362322,Respiratory,,,,,Numeric,
Riker-SAS Scale,Riker-SAS Scale,Riker-SAS Scale,ignore,,223753,Riker-SAS Scale,,,289326,Pain/Sedation,,,,,Text,
Skin Color,Skin Color,Skin Color,ignore,,224028,Skin Color,,,990045,Skin - Assessment,,,,,Text,
Skin Integrity,Skin Integrity,Circulation/Skin Integrity,ignore,,227951,Circulation/Skin Integrity,,,797230,Restraint/Support Systems,,,,,Text,
Skin Integrity,Skin Integrity,Skin Integrity,ignore,,224026,Skin Integrity,,,1018563,Skin - Assessment,,,,,Text,
Skin Integrity,Skin Integrity,Circulation/Skin Integrity,ignore,,224065,Circulation/Skin Integrity,,,50179,Restraint/Support Systems,,,,,Text,
Sodium,Sodium (serum),Na (serum),ready,,220645,Sodium (serum),None,chartevents,477462,Labs,,,,,Numeric,
Sodium,Sodium (whole blood),Na (whole blood),ready,,226534,Sodium (whole blood),None,chartevents,52177,Labs,,,,,,
Sodium,Sodium,,ready,,52623,Sodium,,labevents,431,CHEMISTRY,,BLOOD,,,,
Sodium,Sodium,Na,ready,,50983,SODIUM,,labevents,3283394,CHEMISTRY,,BLOOD,2951-2,,Numeric,
Sodium,Sodium (whole blood),Na (whole blood),ready,,50824,"SODIUM, WHOLE BLOOD",,labevents,118181,BLOOD GAS,,BLOOD,2947-0,,,
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,220050,Arterial Blood Pressure systolic,mmHg,chartevents,2380123,Routine Vital Signs,,,,,,
Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,225309,ART BP Systolic,mmHg,chartevents,240350,Routine Vital Signs,,,,,Numeric,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,220179,Non Invasive Blood Pressure systolic,mmHg,chartevents,4274744,Routine Vital Signs,,,,,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,224167,Manual Blood Pressure Systolic Left,mmHg,chartevents,1480,Routine Vital Signs,,,,,,
Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,227243,Manual Blood Pressure Systolic Right,mmHg,chartevents,1210,Routine Vital Signs,,,,,Numeric,
Temperature,Temperature (C),,ready,requires unit conversion or checking,223762,Temperature Celsius,?C,chartevents,277069,Routine Vital Signs,,,,,,
Temperature,Temperature (F),,ready,requires unit conversion or checking,223761,Temperature Fahrenheit,?F,chartevents,1595556,Routine Vital Signs,,,,,,
Tidal Volume Observed,Tidal Volume Observed,,ready,,50826,TIDAL VOLUME,,labevents,51137,BLOOD GAS,,BLOOD,20112-9,,,
Tidal Volume Observed,Tidal Volume Observed,Tidal Volume (observed),ready,,224685,Tidal Volume (observed),mL,chartevents,645225,Respiratory,,,,,Numeric,
Tidal Volume Set,Tidal Volume Set,Tidal Volume (set),ready,,224684,Tidal Volume (set),mL,chartevents,346988,Respiratory,,,,,Numeric,
Tidal Volume Spontaneous,Tidal Volume Spontaneous,Tidal Volume (spontaneous),ready,,224686,Tidal Volume (spontaneous),mL,chartevents,338386,Respiratory,,,,,Numeric,
Total Protein Body Fluid,Total Protein Body Fluid,,verify,,51043,"TOTAL PROTEIN, BODY FLUID",,labevents,725,CHEMISTRY,,OTHER BODY FLUID,2881-1,,,
Total Protein Joint Fluid,Total Protein Joint Fluid,,ignore,,51024,"TOTAL PROTEIN, JOINT FLUID",,labevents,132,CHEMISTRY,,JOINT FLUID,2886-0,,,
Total Protein Urine,Total Protein Urine,,ready,,51102,"TOTAL PROTEIN, URINE",,labevents,94601,CHEMISTRY,,URINE,2887-8,,,
Troponin-I,Troponin-I,,ready,,52642,Troponin I,,labevents,176,CHEMISTRY,,BLOOD,,,,
Troponin-T,Troponin-T,TropT,ready,,51003,TROPONIN T,,labevents,377813,CHEMISTRY,,BLOOD,6598-7,,Numeric,
Troponin-T,Troponin-T,TropT,ready,,227429,Troponin-T,None,chartevents,57057,Labs,,,,,Numeric,
Ventilator Mode,Ventilator Mode,Ventilator Mode,ignore,,223849,Ventilator Mode,,,464990,Respiratory,,,,,Text,
Ventilator Type,Ventilator Type,Ventilator Type,ignore,,223848,Ventilator Type,,,601823,Respiratory,,,,,Text,
Weight,Weight,Feeding Weight,ignore,,226846,Feeding Weight,kg,chartevents,7586,General,,,,,,
Weight,Weight,Unintentional weight loss >10 lbs.,ignore,,225124,Unintentional weight loss >10 lbs.,,chartevents,77615,Adm History/FHPA,,,,,Numeric,
Weight,"Weight (lbs, admission)",Admission Weight (lbs.),ready,requires unit conversion or checking,226531,Admission Weight (lbs.),None,chartevents,125422,General,,,,,,
Weight,"Weight (kg, admission)",Admission Weight (Kg),ready,requires unit conversion or checking,226512,Admission Weight (Kg),kg,chartevents,71311,General,,,,,,
Weight,Weight (daily),,ready,requires unit conversion or checking,224639,Daily Weight,kg,chartevents,213244,General,,,,,,
White blood cell count,White blood cell count,WBC,ready,,51301,WHITE BLOOD CELLS,,labevents,3338050,HEMATOLOGY,,BLOOD,804-5,,,
White blood cell count,White blood cell count,WBC,ready,,51755,white blood cells,,labevents,235,HEMATOLOGY,,BLOOD,,,,
White blood cell count,White blood cell count,WBC,ready,,51300,WBC COUNT,,labevents,27579,HEMATOLOGY,,BLOOD,26464-8,,Numeric,
White blood cell count,White blood cell count,WBC,ready,,220546,WBC,None,chartevents,400208,Labs,,,,,,
White blood cell count urine,White blood cell count,WBC,ready,,51516,WBC,,labevents,506528,HEMATOLOGY,,URINE,5821-4,,,
pH,pH (arterial),,ready,,223830,PH (Arterial),None,chartevents,333246,Labs,,,,,Numeric,
pH,pH,,ready,,50831,PH,,labevents,5572,BLOOD GAS,,OTHER BODY FLUID,2748-2,,,
pH,pH,,ready,,50820,PH,,labevents,593184,BLOOD GAS,,BLOOD,11558-4,,,
pH,pH (venous),,ready,,220274,PH (Venous),None,chartevents,65611,Labs,,,,,Numeric,
pH urine,pH,,ready,,52730,pH,,labevents,601,CHEMISTRY,,URINE,,,,
pH urine,pH,,ready,,51094,PH,,labevents,10935,CHEMISTRY,,URINE,2756-5,,,
pH urine,pH,,ready,,51491,PH,,labevents,719152,HEMATOLOGY,,URINE,5803-2,,,
,,Alarms On,,,224641,Alarms On,,chartevents,1576283,Alarms,,,,,Checkbox,
,,Parameters Checked,,,224168,Parameters Checked,,chartevents,1547019,Alarms,,,,,Checkbox,
,,Mean Airway Pressure,,,224697,Mean Airway Pressure,cmH2O,chartevents,631836,Respiratory,,,,,Numeric,
,,MV Alarm - High,,,220293,Minute Volume Alarm - High,L/min,chartevents,608089,Alarms,,,,,Numeric,
,,MV Alarm - Low,,,220292,Minute Volume Alarm - Low,L/min,chartevents,610497,Alarms,,,,,Numeric,
,,Apnea Interval,,,223876,Apnea Interval,sec,chartevents,606835,Respiratory,,,,,Numeric,
,,Paw High,,,223873,Paw High,cmH2O,chartevents,606563,Respiratory,,,,,Numeric,
,,Minute Volume,,,224687,Minute Volume,L/min,chartevents,638832,Respiratory,,,,,Numeric,
,,Vti High,,,223874,Vti High,mL,chartevents,590626,Respiratory,,,,,Numeric,
,,Richmond-RAS Scale,,,228096,Richmond-RAS Scale,,,1208569,Pain/Sedation,,,,,Text,
,,Back Care,,,225187,Back Care,,chartevents,259401,Treatments,,,,,Checkbox,
,,Skin Care,,,225185,Skin Care,,chartevents,256799,Treatments,,,,,Checkbox,
,,IT,,,224738,Inspiratory Time,sec,chartevents,339815,Respiratory,,,,,Numeric,
,,HR Alarm - Low,,,220047,Heart Rate Alarm - Low,bpm,chartevents,659655,Alarms,,,,,Numeric,
,,HR Alarm - High,,,220046,Heart rate Alarm - High,bpm,chartevents,659369,Alarms,,,,,Numeric,
,,SpO2 Alarm - Low,,,223770,O2 Saturation Pulseoxymetry Alarm - Low,%,chartevents,654763,Alarms,,,,,Numeric,
,,SpO2 Alarm - High,,,223769,O2 Saturation Pulseoxymetry Alarm - High,%,chartevents,651436,Alarms,,,,,Numeric,
,,Resp Alarm - High,,,224161,Resp Alarm - High,insp/min,chartevents,645522,Alarms,,,,,Numeric,
,,Resp Alarm - Low,,,224162,Resp Alarm - Low,insp/min,chartevents,645270,Alarms,,,,,Numeric,
,,Expiratory Ratio,,,226871,Expiratory Ratio,None,chartevents,225981,Respiratory,,,,,Numeric,
,,Inspiratory Ratio,,,226873,Inspiratory Ratio,None,chartevents,225169,Respiratory,,,,,Numeric,
,,O2 Flow,,,223834,O2 Flow,L/min,chartevents,610989,Respiratory,,,,,Numeric,
,,SpO2 Desat Limit,,,226253,SpO2 Desat Limit,%,chartevents,631679,Alarms,,,,,Numeric,
,,Fspn High,,,223875,Fspn High,insp/min,chartevents,563728,Respiratory,,,,,Numeric,
,,Arterial Line Dressing Occlusive,,,227292,Arterial Line Dressing Occlusive,,chartevents,343089,Access Lines - Invasive,,,,,Checkbox,
,,20 Gauge Dressing Occlusive,,,227368,20 Gauge Dressing Occlusive,,chartevents,544718,Access Lines - Peripheral,,,,,Checkbox,
,,Arterial Line placed in outside facility,,,226107,Arterial Line placed in outside facility,,chartevents,442621,Access Lines - Invasive,,,,,Checkbox,
,,20 Gauge placed in outside facility,,,226138,20 Gauge placed in outside facility,,chartevents,542556,Access Lines - Peripheral,,,,,Checkbox,
,,NBP Alarm - Low,,,223752,Non-Invasive Blood Pressure Alarm - Low,mmHg,chartevents,502562,Alarms,,,,,Numeric,
,,NBP Alarm - High,,,223751,Non-Invasive Blood Pressure Alarm - High,mmHg,chartevents,502335,Alarms,,,,,Numeric,
,,Multi Lumen Dressing Occlusive,,,227293,Multi Lumen Dressing Occlusive,,chartevents,282407,Access Lines - Invasive,,,,,Checkbox,
,,PO2 (Arterial),,,220224,Arterial O2 pressure,mmHg,chartevents,321229,Labs,,,,,Numeric,
,,Multi Lumen placed in outside facility,,,226113,Multi Lumen placed in outside facility,,chartevents,406898,Access Lines - Invasive,,,,,Checkbox,
,,18 Gauge Dressing Occlusive,,,227367,18 Gauge Dressing Occlusive,,chartevents,372973,Access Lines - Peripheral,,,,,Checkbox,
,,18 Gauge placed in outside facility,,,226137,18 Gauge placed in outside facility,,chartevents,371748,Access Lines - Peripheral,,,,,Checkbox,
,,Subglottal Suctioning,,,226169,Subglottal Suctioning,,chartevents,402705,Treatments,,,,,Checkbox,
,,Odor #1,,,224564,Impaired Skin Odor #1,,chartevents,246616,Skin - Impairment,,,,,Checkbox,
,,PAPd,,,220060,Pulmonary Artery Pressure diastolic,mmHg,chartevents,322317,Hemodynamics,,,,,Numeric,
,,Eye Care,,,225184,Eye Care,,chartevents,277424,Treatments,,,,,Checkbox,
,,Inspired Gas Temp.,,,223872,Inspired Gas Temp.,?C,chartevents,411759,Respiratory,,,,,Numeric,
,,PSV Level,,,224701,PSV Level,cmH2O,chartevents,333737,Respiratory,,,,,Numeric,
,,20 Gauge placed in the field,,,228100,20 Gauge placed in the field,,chartevents,468001,Access Lines - Peripheral,,,,,Checkbox,
,,ST Segment Monitoring On,,,228305,ST Segment Monitoring On,,chartevents,985347,Alarms,,,,,Checkbox,
,,ICP,,,220765,Intra Cranial Pressure,mmHg,chartevents,181190,Hemodynamics,,,,,Numeric,
,,High risk (>51) interventions,,,227349,High risk (>51) interventions,,chartevents,232768,Restraint/Support Systems,,,,,Checkbox,
,,ABP Alarm - Low,,,220056,Arterial Blood Pressure Alarm - Low,mmHg,chartevents,210495,Alarms,,,,,Numeric,
,,ABP Alarm - High,,,220058,Arterial Blood Pressure Alarm - High,mmHg,chartevents,210425,Alarms,,,,,Numeric,
,,PICC Line Dressing Occlusive,,,227358,PICC Line Dressing Occlusive,,chartevents,175265,Access Lines - Invasive,,,,,Checkbox,
,,Ventilator Tank #1,,,227565,Ventilator Tank #1,None,chartevents,202413,Respiratory,,,,,Numeric,
,,Ventilator Tank #2,,,227566,Ventilator Tank #2,None,chartevents,202082,Respiratory,,,,,Numeric,
,,PICC Line placed in outside facility,,,226115,PICC Line placed in outside facility,,chartevents,244204,Access Lines - Invasive,,,,,Checkbox,
,,18 Gauge placed in the field,,,228099,18 Gauge placed in the field,,chartevents,316448,Access Lines - Peripheral,,,,,Checkbox,
,,Arterial Line Zero/Calibrate,,,225210,Arterial Line Zero/Calibrate,,chartevents,188298,Access Lines - Invasive,,,,,Checkbox,
,,CPP,,,227066,Cerebral Perfusion Pressure,mmHg,chartevents,127322,Hemodynamics,,,,,Numeric,
,,Cough/Deep Breath,,,225188,Cough/Deep Breath,,chartevents,216031,Treatments,,,,,Checkbox,
,,Odor #2,,,224923,Impaired Skin Odor #2,,chartevents,131190,Skin - Impairment,,,,,Checkbox,
,,Bed Bath,,,225313,Bed Bath,,chartevents,62316,Treatments,,,,,Checkbox,
,,Blood Temp CCO (C),,,226329,Blood Temperature CCO (C),?C,chartevents,157905,Routine Vital Signs,,,,,Numeric,
,,SvO2,,,223772,SvO2,%,chartevents,166104,Hemodynamics,,,,,Numeric,
,,CO (CCO),,,224842,Cardiac Output (CCO),L/min,chartevents,152241,Hemodynamics,,,,,Numeric,
,,Access Pressure,,,224149,Access Pressure,mmHg,chartevents,217894,Dialysis,,,,,Numeric,
,,Filter Pressure,,,224150,Filter Pressure,mmHg,chartevents,217891,Dialysis,,,,,Numeric,
,,Effluent Pressure,,,224151,Effluent Pressure,mmHg,chartevents,217730,Dialysis,,,,,Numeric,
,,Return Pressure,,,224152,Return Pressure,mmHg,chartevents,217697,Dialysis,,,,,Numeric,
,,Site Length #1,,,224562,Impaired Skin Length #1,cm,chartevents,100530,Skin - Impairment,,,,,Numeric,
,,Intravenous  / IV access prior to admission,,,225103,Intravenous  / IV access prior to admission,,chartevents,132107,Adm History/FHPA,,,,,Checkbox,
,,Site Width #1,,,224846,Impaired Skin Width #1,cm,chartevents,95859,Skin - Impairment,,,,,Numeric,
,,Odor #3,,,224924,Impaired Skin Odor #3,,chartevents,76357,Skin - Impairment,,,,,Checkbox,
,,MDI #1 Puff,,,224169,MDI #1 Puff,None,chartevents,82757,Respiratory,,,,,Numeric,
,,Self ADL,,,225092,Self ADL,,chartevents,108678,Adm History/FHPA,,,,,Checkbox,
,,22 Gauge Dressing Occlusive,,,227369,22 Gauge Dressing Occlusive,,chartevents,143854,Access Lines - Peripheral,,,,,Checkbox,
,,History of slips / falls,,,225094,History of slips / falls,,chartevents,104109,Adm History/FHPA,,,,,Checkbox,
,,22 Gauge placed in outside facility,,,226139,22 Gauge placed in outside facility,,chartevents,142966,Access Lines - Peripheral,,,,,Checkbox,
,,Cuff Pressure,,,224417,Cuff Pressure,cmH2O,chartevents,123130,Respiratory,,,,,Numeric,
,,Incentive Spirometry,,,225189,Incentive Spirometry,,chartevents,114709,Treatments,,,,,Checkbox,
,,CVP Alarm - High,,,220072,Central Venous Pressure Alarm - High,mmHg,chartevents,73201,Alarms,,,,,Numeric,
,,CVP Alarm - Low,,,220073,Central Venous Pressure  Alarm - Low,mmHg,chartevents,73154,Alarms,,,,,Numeric,
,,16 Gauge Dressing Occlusive,,,227366,16 Gauge Dressing Occlusive,,chartevents,94964,Access Lines - Peripheral,,,,,Checkbox,
,,Visual / hearing deficit,,,225087,Visual / hearing deficit,,chartevents,93415,Adm History/FHPA,,,,,Checkbox,
,,ETOH,,,225106,ETOH,,chartevents,97528,Adm History/FHPA,,,,,Checkbox,
,,16 Gauge placed in outside facility,,,226136,16 Gauge placed in outside facility,,chartevents,94496,Access Lines - Peripheral,,,,,Checkbox,
,,Multi Lumen Zero/Calibrate,,,225206,Multi Lumen Zero/Calibrate,,chartevents,64066,Access Lines - Invasive,,,,,Checkbox,
,,Difficulty swallowing,,,225118,Difficulty swallowing,,chartevents,92879,Adm History/FHPA,,,,,Checkbox,
,,Dialysis patient,,,225126,Dialysis patient,,chartevents,89576,Adm History/FHPA,,,,,Checkbox,
,,Currently experiencing pain,,,225113,Currently experiencing pain,,chartevents,89253,Adm History/FHPA,,,,,Checkbox,
,,Dialysis Catheter Dressing Occlusive,,,227357,Dialysis Catheter Dressing Occlusive,,chartevents,64437,Access Lines - Invasive,,,,,Checkbox,
,,Is the spokesperson the Health Care Proxy,,,225067,Is the spokesperson the Health Care Proxy,,chartevents,84248,Adm History/FHPA,,,,,Checkbox,
,,Site Length #2,,,224916,Impaired Skin Length #2,cm,chartevents,60142,Skin - Impairment,,,,,Numeric,
,,Recreational drug use,,,225110,Recreational drug use,,chartevents,87915,Adm History/FHPA,,,,,Checkbox,
,,Dialysis Cath placed in outside facility,,,226118,Dialysis Catheter placed in outside facility,,chartevents,94992,Access Lines - Invasive,,,,,Checkbox,
,,Site Width #2,,,224951,Impaired Skin Width #2,cm,chartevents,57606,Skin - Impairment,,,,,Numeric,
,,Any fear in relationships,,,225074,Any fear in relationships,,chartevents,79656,Adm History/FHPA,,,,,Checkbox,
,,Special diet,,,225122,Special diet,,chartevents,79880,Adm History/FHPA,,,,,Checkbox,
,,Social work consult,,,225078,Social work consult,,chartevents,78803,Adm History/FHPA,,,,,Checkbox,
,,Odor #4,,,224925,Impaired Skin Odor #4,,chartevents,45956,Skin - Impairment,,,,,Checkbox,
,,Sexuality / reproductive problems,,,226180,Sexuality / reproductive problems,,chartevents,72983,Adm History/FHPA,,,,,Checkbox,
,,Emotional / physical / sexual harm,,,225076,Emotional / physical / sexual harm by partner or close relation,,chartevents,70610,Adm History/FHPA,,,,,Checkbox,
,,CK (CPK),,,225634,CK (CPK),None,chartevents,51063,Labs,,,,,Numeric,
,,Cordis/Introducer Dressing Occlusive,,,227350,Cordis/Introducer Dressing Occlusive,,chartevents,59761,Access Lines - Invasive,,,,,Checkbox,
,,Temp Pacemaker Wires Venticular,,,223962,Temporary Pacemaker Wires Venticular,None,chartevents,73244,Cardiovascular (Pacer Data),,,,,Numeric,
,,Temp Pacemaker Rate,,,224751,Temporary Pacemaker Rate,bpm,chartevents,74465,Cardiovascular (Pacer Data),,,,,Numeric,
,,22 Gauge placed in the field,,,228101,22 Gauge placed in the field,,chartevents,126790,Access Lines - Peripheral,,,,,Checkbox,
,,Cordis/Introducer placed in outside facility,,,226109,Cordis/Introducer placed in outside facility,,chartevents,55620,Access Lines - Invasive,,,,,Checkbox,
,,Temp Pacemaker Wires Atrial,,,224839,Temporary Pacemaker Wires Atrial,None,chartevents,70374,Cardiovascular (Pacer Data),,,,,Numeric,
,,Insulin pump,,,228236,Insulin pump,,chartevents,135873,Adm History/FHPA,,,,,Checkbox,
,,PA Line cm Mark,,,223773,PA Line cm Mark,cm,chartevents,49735,Hemodynamics,,,,,Numeric,
,,PCA dose,,,224328,PCA dose,None,chartevents,45127,Pain/Sedation,,,,,Numeric,
,,LDH,,,220632,LDH,None,chartevents,66373,Labs,,,,,Numeric,
,,PCA lockout (min),,,224329,PCA lockout (min),min,chartevents,44988,Pain/Sedation,,,,,Numeric,
,,PCA 1 hour limit,,,224330,PCA 1 hour limit,None,chartevents,44901,Pain/Sedation,,,,,Numeric,
,,16 Gauge placed in the field,,,228098,16 Gauge placed in the field,,chartevents,79656,Access Lines - Peripheral,,,,,Checkbox,
,,Site Length #3,,,224917,Impaired Skin Length #3,cm,chartevents,36872,Skin - Impairment,,,,,Numeric,
,,MDI #2 Puff,,,224172,MDI #2 Puff,None,chartevents,40881,Respiratory,,,,,Numeric,
,,Site Width #3,,,224952,Impaired Skin Width #3,cm,chartevents,35729,Skin - Impairment,,,,,Numeric,
,,Unable to assess psychological,,,225070,Unable to assess psychological,,chartevents,55840,Adm History/FHPA,,,,,Checkbox,
,,Differential-Basos,,,225639,Differential-Basos,None,chartevents,55220,Labs,,,,,Numeric,
,,Differential-Lymphs,,,225641,Differential-Lymphs,None,chartevents,55222,Labs,,,,,Numeric,
,,Differential-Monos,,,225642,Differential-Monos,None,chartevents,55222,Labs,,,,,Numeric,
,,Differential-Neuts,,,225643,Differential-Neuts,None,chartevents,55218,Labs,,,,,Numeric,
,,Differential-Eos,,,225640,Differential-Eos,None,chartevents,55219,Labs,,,,,Numeric,
,,CK-MB,,,227445,CK-MB,None,chartevents,50258,Labs,,,,,Numeric with tag,
,,Site Depth #1,,,224563,Impaired Skin Depth #1,cm,chartevents,35366,Skin - Impairment,,,,,Numeric,
,,O2 Flow (additional cannula),,,227287,O2 Flow (additional cannula),L/min,chartevents,40452,Respiratory,,,,,Numeric,
,,PCA inject,,,224332,PCA inject,None,chartevents,35683,Pain/Sedation,,,,,Numeric,
,,Odor #5,,,224926,Impaired Skin Odor #5,,chartevents,28082,Skin - Impairment,,,,,Checkbox,
,,PCA attempt,,,224663,PCA attempt,None,chartevents,35678,Pain/Sedation,,,,,Numeric,
,,CO (Arterial),,,227543,CO (Arterial),L/min,chartevents,19733,Hemodynamics,,,,,Numeric,
,,Unable to assess nutrition / education,,,225117,Unable to assess nutrition / education,,chartevents,49369,Adm History/FHPA,,,,,Checkbox,
,,Hematocrit (whole blood - calc),,,226540,Hematocrit (whole blood - calc),None,chartevents,57585,Labs,,,,,Numeric,
,,PH (dipstick),,,220734,PH (dipstick),None,chartevents,43107,Labs,,,,,Numeric,
,,Discharge needs,,,225133,Discharge needs,,chartevents,45188,Adm History/FHPA,,,,,Checkbox,
,,CHG Bath,,,228137,CHG Bath,,chartevents,17429,Treatments,,,,,Checkbox,
,,Specific Gravity (urine),,,227471,Specific Gravity (urine),None,chartevents,42023,Labs,,,,,Numeric with tag,
